1.0000000000 -0.0005823476
0.9750000000 0.0053867152
0.9500000000 0.0104822567
0.9250000000 0.0148498636
0.9000000000 0.0185623297
0.8750000000 0.0218380344
0.8500000000 0.0245313922
0.8250000000 0.0269335760
0.8000000000 0.0289717925
0.7750000000 0.0307188355
0.7500000000 0.0321747044
0.7250000000 0.0334849867
0.7000000000 0.0346496816
0.6750000000 0.0355959964
0.6500000000 0.0364695179
0.6250000000 0.0371974521
0.6000000000 0.0377797996
0.5750000000 0.0383621476
0.5500000000 0.0387989084
0.5000000000 0.0395268426
0.4500000000 0.0398908100
0.4000000000 0.0400363967
0.3500000000 0.0398180166
0.3000000000 0.0393084625
0.2500000000 0.0384349410
0.2000000000 0.0369062787
0.1750000000 0.0358871705
0.1500000000 0.0346496816
0.1250000000 0.0331210193
0.1000000000 0.0311555962
0.0750000000 0.0286806190
0.0500000000 0.0252593264
0.0375000000 0.0230027299
0.0250000000 0.0200909920
0.0125000000 0.0156505918
0.0075000000 0.0128116472
0.0000000000 0.0000000000
0.0075000000 -0.0128116472
0.0125000000 -0.0157233851
0.0250000000 -0.0204549588
0.0375000000 -0.0235850774
0.0500000000 -0.0260600546
0.0750000000 -0.0296997272
0.1000000000 -0.0323202911
0.1250000000 -0.0343585076
0.1500000000 -0.0358871705
0.1750000000 -0.0371246588
0.2000000000 -0.0379981803
0.2500000000 -0.0393084625
0.3000000000 -0.0398908100
0.3500000000 -0.0399636033
0.4000000000 -0.0393812559
0.4500000000 -0.0381437670
0.5000000000 -0.0361783439
0.5500000000 -0.0331210193
0.5750000000 -0.0310100089
0.6000000000 -0.0283166516
0.6250000000 -0.0248953596
0.6500000000 -0.0205277527
0.6750000000 -0.0156505918
0.7000000000 -0.0108462241
0.7250000000 -0.0065514106
0.7500000000 -0.0026205641
0.7750000000 0.0008735214
0.8000000000 0.0038580528
0.8250000000 0.0064058233
0.8500000000 0.0082984530
0.8750000000 0.0096087353
0.9000000000 0.0100454960
0.9250000000 0.0095359419
0.9500000000 0.0077161055
0.9750000000 0.0043676069
1.0000000000 -0.0009463149
